,User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,date,year,month,day
1252,1253,Standard,11,27-09-22,02-07-23,United States,48,Male,Laptop,1 Month,2022-09-27,2022,9,27
1253,1254,Standard,14,30-09-22,04-07-23,Canada,49,Female,Tablet,1 Month,2022-09-30,2022,9,30
1254,1255,Basic,10,02-10-22,04-07-23,United States,50,Male,Smart TV,1 Month,2022-02-10,2022,2,10
1255,1256,Premium,13,03-10-22,05-07-23,United States,43,Male,Laptop,1 Month,2022-03-10,2022,3,10
1256,1257,Basic,14,05-10-22,01-07-23,Canada,32,Male,Smart TV,1 Month,2022-05-10,2022,5,10
1257,1258,Standard,15,10-10-22,03-07-23,United Kingdom,42,Female,Tablet,1 Month,2022-10-10,2022,10,10
1258,1259,Premium,13,11-10-22,03-07-23,Australia,41,Female,Laptop,1 Month,2022-11-10,2022,11,10
1259,1260,Basic,11,13-10-22,04-07-23,Germany,31,Male,Laptop,1 Month,2022-10-13,2022,10,13
1260,1261,Premium,11,14-10-22,02-07-23,France,37,Female,Smart TV,1 Month,2022-10-14,2022,10,14
1261,1262,Basic,12,16-10-22,03-07-23,Brazil,46,Male,Smart TV,1 Month,2022-10-16,2022,10,16
1262,1263,Standard,14,18-10-22,03-07-23,Mexico,30,Female,Tablet,1 Month,2022-10-18,2022,10,18
1263,1264,Standard,11,22-10-22,05-07-23,Spain,30,Female,Smart TV,1 Month,2022-10-22,2022,10,22
1264,1265,Basic,10,24-10-22,03-07-23,Italy,34,Female,Tablet,1 Month,2022-10-24,2022,10,24
1265,1266,Premium,15,25-10-22,04-07-23,Spain,47,Female,Laptop,1 Month,2022-10-25,2022,10,25
1266,1267,Basic,14,29-10-22,03-07-23,Spain,41,Male,Tablet,1 Month,2022-10-29,2022,10,29
1267,1268,Standard,13,02-11-22,04-07-23,United States,42,Female,Laptop,1 Month,2022-02-11,2022,2,11
1268,1269,Premium,12,03-11-22,05-07-23,Canada,48,Female,Smartphone,1 Month,2022-03-11,2022,3,11
1269,1270,Basic,11,04-11-22,06-07-23,United States,30,Female,Smart TV,1 Month,2022-04-11,2022,4,11
1270,1271,Basic,13,05-11-22,03-07-23,United States,51,Male,Smartphone,1 Month,2022-05-11,2022,5,11
1271,1272,Basic,13,05-11-22,04-07-23,Canada,27,Male,Smartphone,1 Month,2022-05-11,2022,5,11
1272,1273,Standard,13,31-10-22,04-07-23,United Kingdom,38,Male,Tablet,1 Month,2022-10-31,2022,10,31
1273,1274,Premium,12,27-10-22,05-07-23,Australia,29,Female,Smart TV,1 Month,2022-10-27,2022,10,27
1274,1275,Basic,11,25-10-22,03-07-23,Germany,40,Female,Smartphone,1 Month,2022-10-25,2022,10,25
1275,1276,Basic,12,26-10-22,04-07-23,France,31,Female,Laptop,1 Month,2022-10-26,2022,10,26
1276,1277,Premium,11,30-09-22,04-07-23,Brazil,30,Male,Smartphone,1 Month,2022-09-30,2022,9,30
1277,1278,Standard,13,27-09-22,05-07-23,Mexico,44,Male,Laptop,1 Month,2022-09-27,2022,9,27
1278,1279,Standard,14,12-09-22,03-07-23,Spain,34,Female,Tablet,1 Month,2022-12-09,2022,12,9
1279,1280,Basic,14,25-08-22,04-07-23,Italy,28,Female,Laptop,1 Month,2022-08-25,2022,8,25
1280,1281,Premium,13,25-08-22,04-07-23,Spain,41,Female,Laptop,1 Month,2022-08-25,2022,8,25
1281,1282,Standard,12,22-08-22,05-07-23,Spain,43,Male,Tablet,1 Month,2022-08-22,2022,8,22
1282,1283,Basic,10,17-08-22,02-07-23,United States,33,Male,Laptop,1 Month,2022-08-17,2022,8,17
1283,1284,Standard,12,09-08-22,03-07-23,Canada,32,Female,Tablet,1 Month,2022-09-08,2022,9,8
1284,1285,Premium,10,06-08-22,04-07-23,United States,39,Male,Smart TV,1 Month,2022-06-08,2022,6,8
1285,1286,Basic,15,17-07-22,04-07-23,United States,37,Male,Laptop,1 Month,2022-07-17,2022,7,17
1286,1287,Premium,11,12-07-22,02-07-23,Canada,46,Male,Tablet,1 Month,2022-12-07,2022,12,7
1287,1288,Standard,11,12-07-22,03-07-23,United Kingdom,39,Male,Smartphone,1 Month,2022-12-07,2022,12,7
1288,1289,Basic,12,02-07-22,04-07-23,Australia,46,Female,Tablet,1 Month,2022-02-07,2022,2,7
1289,1290,Standard,13,02-07-22,03-07-23,Germany,43,Male,Laptop,1 Month,2022-02-07,2022,2,7
1290,1291,Premium,10,30-06-22,02-07-23,France,32,Female,Laptop,1 Month,2022-06-30,2022,6,30
1291,1292,Basic,12,30-06-22,04-07-23,Brazil,30,Female,Smart TV,1 Month,2022-06-30,2022,6,30
1292,1293,Standard,11,01-07-22,04-07-23,Mexico,40,Female,Tablet,1 Month,2022-01-07,2022,1,7
1293,1294,Premium,11,30-06-22,04-07-23,Spain,51,Female,Smartphone,1 Month,2022-06-30,2022,6,30
1294,1295,Basic,10,29-06-22,02-07-23,Italy,40,Female,Smartphone,1 Month,2022-06-29,2022,6,29
1295,1296,Premium,12,30-06-22,03-07-23,Spain,28,Male,Smart TV,1 Month,2022-06-30,2022,6,30
1296,1297,Basic,14,29-06-22,04-07-23,Spain,51,Female,Smartphone,1 Month,2022-06-29,2022,6,29
1297,1298,Standard,14,26-06-22,03-07-23,United States,27,Male,Laptop,1 Month,2022-06-26,2022,6,26
1298,1299,Standard,14,27-06-22,01-07-23,Canada,35,Male,Smart TV,1 Month,2022-06-27,2022,6,27
1299,1300,Basic,11,24-06-22,03-07-23,United States,37,Male,Laptop,1 Month,2022-06-24,2022,6,24
1300,1301,Premium,14,23-06-22,04-07-23,United States,51,Male,Smart TV,1 Month,2022-06-23,2022,6,23
1301,1302,Basic,11,23-06-22,03-07-23,Canada,40,Male,Smart TV,1 Month,2022-06-23,2022,6,23
1302,1303,Standard,14,25-06-22,03-07-23,United Kingdom,38,Male,Laptop,1 Month,2022-06-25,2022,6,25
1303,1304,Premium,11,28-06-22,03-07-23,Australia,48,Female,Laptop,1 Month,2022-06-28,2022,6,28
1304,1305,Basic,11,01-07-22,03-07-23,Germany,49,Male,Smartphone,1 Month,2022-01-07,2022,1,7
1305,1306,Premium,15,02-07-22,05-07-23,France,33,Female,Laptop,1 Month,2022-02-07,2022,2,7
1306,1307,Basic,10,06-07-22,03-07-23,Brazil,34,Female,Tablet,1 Month,2022-06-07,2022,6,7
1307,1308,Standard,15,12-07-22,06-07-23,Mexico,39,Male,Tablet,1 Month,2022-12-07,2022,12,7
1308,1309,Standard,13,17-07-22,02-07-23,Spain,37,Female,Tablet,1 Month,2022-07-17,2022,7,17
1309,1310,Basic,15,23-07-22,05-07-23,Italy,44,Male,Laptop,1 Month,2022-07-23,2022,7,23
1310,1311,Premium,15,29-07-22,04-07-23,Spain,35,Male,Tablet,1 Month,2022-07-29,2022,7,29
1311,1312,Basic,11,06-08-22,06-07-23,Spain,31,Female,Laptop,1 Month,2022-06-08,2022,6,8
1312,1313,Standard,10,09-08-22,02-07-23,United States,39,Male,Smart TV,1 Month,2022-09-08,2022,9,8
1313,1314,Premium,13,14-08-22,05-07-23,Canada,38,Male,Tablet,1 Month,2022-08-14,2022,8,14
1314,1315,Basic,11,20-08-22,03-07-23,United States,42,Male,Smartphone,1 Month,2022-08-20,2022,8,20
1315,1316,Premium,12,28-08-22,05-07-23,United States,48,Female,Tablet,1 Month,2022-08-28,2022,8,28
1316,1317,Basic,11,02-09-22,03-07-23,Canada,31,Male,Tablet,1 Month,2022-02-09,2022,2,9
1317,1318,Standard,11,04-09-22,05-07-23,United Kingdom,42,Male,Smartphone,1 Month,2022-04-09,2022,4,9
1318,1319,Standard,14,06-09-22,03-07-23,Australia,35,Male,Smartphone,1 Month,2022-06-09,2022,6,9
1319,1320,Basic,10,14-09-22,05-07-23,Germany,39,Male,Laptop,1 Month,2022-09-14,2022,9,14
1320,1321,Premium,13,15-09-22,04-07-23,France,50,Female,Tablet,1 Month,2022-09-15,2022,9,15
1321,1322,Basic,11,16-09-22,06-07-23,Brazil,40,Male,Smartphone,1 Month,2022-09-16,2022,9,16
1322,1323,Standard,10,28-09-22,02-07-23,Mexico,29,Male,Smartphone,1 Month,2022-09-28,2022,9,28
1323,1324,Premium,10,02-10-22,04-07-23,Spain,48,Female,Smart TV,1 Month,2022-02-10,2022,2,10
1324,1325,Basic,15,03-10-22,04-07-23,Italy,34,Male,Smartphone,1 Month,2022-03-10,2022,3,10
1325,1326,Premium,10,05-10-22,05-07-23,Spain,48,Male,Smartphone,1 Month,2022-05-10,2022,5,10
1326,1327,Basic,12,07-10-22,02-07-23,Spain,48,Male,Laptop,1 Month,2022-07-10,2022,7,10
1327,1328,Standard,12,09-10-22,04-07-23,United States,35,Female,Tablet,1 Month,2022-09-10,2022,9,10
1328,1329,Standard,11,11-10-22,04-07-23,Canada,29,Male,Laptop,1 Month,2022-11-10,2022,11,10
1329,1330,Basic,14,13-10-22,05-07-23,United States,47,Female,Smart TV,1 Month,2022-10-13,2022,10,13
1330,1331,Premium,12,15-10-22,02-07-23,United States,36,Male,Smartphone,1 Month,2022-10-15,2022,10,15
1331,1332,Basic,12,17-10-22,04-07-23,Canada,40,Female,Smartphone,1 Month,2022-10-17,2022,10,17
1332,1333,Standard,14,21-10-22,04-07-23,United Kingdom,51,Male,Tablet,1 Month,2022-10-21,2022,10,21
1333,1334,Premium,12,23-10-22,05-07-23,Australia,37,Male,Smart TV,1 Month,2022-10-23,2022,10,23
1334,1335,Basic,12,24-10-22,06-07-23,Germany,36,Male,Tablet,1 Month,2022-10-24,2022,10,24
1335,1336,Premium,12,28-10-22,04-07-23,France,45,Male,Tablet,1 Month,2022-10-28,2022,10,28
1336,1337,Basic,11,31-10-22,04-07-23,Brazil,31,Female,Tablet,1 Month,2022-10-31,2022,10,31
1337,1338,Standard,14,03-11-22,04-07-23,Mexico,45,Female,Laptop,1 Month,2022-03-11,2022,3,11
1338,1339,Standard,11,04-11-22,05-07-23,Spain,30,Male,Laptop,1 Month,2022-04-11,2022,4,11
1339,1340,Basic,14,05-11-22,06-07-23,Italy,40,Female,Smartphone,1 Month,2022-05-11,2022,5,11
1340,1341,Premium,14,06-11-22,04-07-23,Spain,44,Female,Smart TV,1 Month,2022-06-11,2022,6,11
1341,1342,Basic,12,01-11-22,05-07-23,Spain,36,Female,Laptop,1 Month,2022-01-11,2022,1,11
1342,1343,Standard,10,01-11-22,05-07-23,United States,36,Male,Tablet,1 Month,2022-01-11,2022,1,11
1343,1344,Premium,11,29-10-22,05-07-23,Canada,32,Female,Smartphone,1 Month,2022-10-29,2022,10,29
1344,1345,Basic,10,27-10-22,03-07-23,United States,46,Male,Smart TV,1 Month,2022-10-27,2022,10,27
1345,1346,Basic,12,16-10-22,04-07-23,United States,39,Female,Smart TV,1 Month,2022-10-16,2022,10,16
1346,1347,Basic,13,14-10-22,04-07-23,Canada,30,Male,Smart TV,1 Month,2022-10-14,2022,10,14
1347,1348,Standard,13,14-09-22,05-07-23,United Kingdom,34,Male,Laptop,1 Month,2022-09-14,2022,9,14
1348,1349,Premium,14,03-09-22,03-07-23,Australia,28,Male,Laptop,1 Month,2022-03-09,2022,3,9
1349,1350,Basic,13,27-08-22,04-07-23,Germany,39,Female,Smartphone,1 Month,2022-08-27,2022,8,27
1350,1351,Basic,12,27-08-22,05-07-23,France,34,Female,Laptop,1 Month,2022-08-27,2022,8,27
1351,1352,Premium,13,21-08-22,05-07-23,Brazil,42,Male,Laptop,1 Month,2022-08-21,2022,8,21
1352,1353,Standard,13,13-08-22,02-07-23,Mexico,29,Female,Tablet,1 Month,2022-08-13,2022,8,13
1353,1354,Standard,13,12-08-22,04-07-23,Spain,29,Male,Tablet,1 Month,2022-12-08,2022,12,8
1354,1355,Basic,12,24-07-22,04-07-23,Italy,30,Male,Tablet,1 Month,2022-07-24,2022,7,24
1355,1356,Premium,11,24-07-22,04-07-23,Spain,51,Male,Smartphone,1 Month,2022-07-24,2022,7,24
1356,1357,Standard,11,12-07-22,02-07-23,Spain,51,Male,Smart TV,1 Month,2022-12-07,2022,12,7
1357,1358,Basic,13,09-07-22,04-07-23,United States,44,Male,Tablet,1 Month,2022-09-07,2022,9,7
1358,1359,Standard,13,09-07-22,05-07-23,Canada,35,Male,Laptop,1 Month,2022-09-07,2022,9,7
1359,1360,Premium,10,10-07-22,04-07-23,United States,39,Male,Smart TV,1 Month,2022-10-07,2022,10,7
1360,1361,Basic,12,02-07-22,02-07-23,United States,41,Female,Laptop,1 Month,2022-02-07,2022,2,7
1361,1362,Premium,13,02-07-22,04-07-23,Canada,44,Female,Laptop,1 Month,2022-02-07,2022,2,7
1362,1363,Standard,11,01-07-22,05-07-23,United Kingdom,29,Male,Laptop,1 Month,2022-01-07,2022,1,7
1363,1364,Basic,14,01-07-22,04-07-23,Australia,47,Male,Tablet,1 Month,2022-01-07,2022,1,7
1364,1365,Standard,10,30-06-22,02-07-23,Germany,28,Female,Smartphone,1 Month,2022-06-30,2022,6,30
1365,1366,Premium,15,29-06-22,04-07-23,France,45,Male,Laptop,1 Month,2022-06-29,2022,6,29
1366,1367,Basic,11,26-06-22,04-07-23,Brazil,28,Female,Smartphone,1 Month,2022-06-26,2022,6,26
1367,1368,Standard,14,27-06-22,03-07-23,Mexico,31,Female,Laptop,1 Month,2022-06-27,2022,6,27
1368,1369,Premium,13,25-06-22,03-07-23,Spain,47,Female,Laptop,1 Month,2022-06-25,2022,6,25
1369,1370,Basic,13,23-06-22,04-07-23,Italy,42,Female,Tablet,1 Month,2022-06-23,2022,6,23
1370,1371,Premium,14,24-06-22,04-07-23,Spain,34,Female,Laptop,1 Month,2022-06-24,2022,6,24
1371,1372,Basic,12,25-06-22,05-07-23,Spain,40,Female,Laptop,1 Month,2022-06-25,2022,6,25
1372,1373,Standard,13,26-06-22,04-07-23,United States,42,Female,Laptop,1 Month,2022-06-26,2022,6,26
1373,1374,Standard,14,27-06-22,07-07-23,Canada,33,Male,Smart TV,1 Month,2022-06-27,2022,6,27
1374,1375,Basic,12,30-06-22,03-07-23,United States,30,Male,Laptop,1 Month,2022-06-30,2022,6,30
1375,1376,Premium,14,03-07-22,05-07-23,United States,29,Male,Tablet,1 Month,2022-03-07,2022,3,7
1376,1377,Basic,13,09-07-22,04-07-23,Canada,31,Male,Smart TV,1 Month,2022-09-07,2022,9,7
1377,1378,Standard,14,17-07-22,06-07-23,United Kingdom,46,Female,Smart TV,1 Month,2022-07-17,2022,7,17
1378,1379,Premium,11,22-07-22,03-07-23,Australia,46,Female,Smartphone,1 Month,2022-07-22,2022,7,22
1379,1380,Basic,11,28-07-22,05-07-23,Germany,47,Male,Laptop,1 Month,2022-07-28,2022,7,28
1380,1381,Premium,12,04-08-22,04-07-23,France,48,Female,Smart TV,1 Month,2022-04-08,2022,4,8
1381,1382,Basic,13,08-08-22,06-07-23,Brazil,32,Female,Smart TV,1 Month,2022-08-08,2022,8,8
1382,1383,Standard,13,13-08-22,04-07-23,Mexico,51,Female,Tablet,1 Month,2022-08-13,2022,8,13
1383,1384,Standard,13,17-08-22,05-07-23,Spain,33,Male,Smart TV,1 Month,2022-08-17,2022,8,17
1384,1385,Basic,15,20-08-22,04-07-23,Italy,43,Male,Smartphone,1 Month,2022-08-20,2022,8,20
1385,1386,Premium,14,28-08-22,06-07-23,Spain,43,Female,Smart TV,1 Month,2022-08-28,2022,8,28
1386,1387,Basic,13,29-08-22,04-07-23,Spain,42,Male,Smart TV,1 Month,2022-08-29,2022,8,29
1387,1388,Standard,15,03-09-22,05-07-23,United States,30,Male,Smartphone,1 Month,2022-03-09,2022,3,9
1388,1389,Premium,13,10-09-22,03-07-23,Canada,50,Male,Smartphone,1 Month,2022-10-09,2022,10,9
1389,1390,Basic,11,13-09-22,05-07-23,United States,51,Female,Laptop,1 Month,2022-09-13,2022,9,13
1390,1391,Premium,14,15-09-22,04-07-23,United States,36,Female,Tablet,1 Month,2022-09-15,2022,9,15
1391,1392,Basic,13,25-09-22,06-07-23,Canada,41,Female,Tablet,1 Month,2022-09-25,2022,9,25
1392,1393,Standard,10,01-10-22,03-07-23,United Kingdom,37,Male,Smart TV,1 Month,2022-01-10,2022,1,10
1393,1394,Standard,11,02-10-22,04-07-23,Australia,30,Female,Tablet,1 Month,2022-02-10,2022,2,10
1394,1395,Basic,11,05-10-22,04-07-23,Germany,50,Female,Tablet,1 Month,2022-05-10,2022,5,10
1395,1396,Premium,14,06-10-22,05-07-23,France,41,Female,Smart TV,1 Month,2022-06-10,2022,6,10
1396,1397,Basic,14,07-10-22,03-07-23,Brazil,29,Female,Laptop,1 Month,2022-07-10,2022,7,10
1397,1398,Standard,12,10-10-22,04-07-23,Mexico,43,Male,Smart TV,1 Month,2022-10-10,2022,10,10
1398,1399,Premium,12,12-10-22,04-07-23,Spain,31,Female,Smart TV,1 Month,2022-12-10,2022,12,10
1399,1400,Basic,14,15-10-22,06-07-23,Italy,40,Male,Laptop,1 Month,2022-10-15,2022,10,15
1400,1401,Premium,12,17-10-22,05-07-23,Spain,35,Female,Smart TV,1 Month,2022-10-17,2022,10,17
1401,1402,Basic,13,21-10-22,04-07-23,Spain,39,Female,Laptop,1 Month,2022-10-21,2022,10,21
1402,1403,Standard,14,23-10-22,05-07-23,United States,48,Male,Laptop,1 Month,2022-10-23,2022,10,23
1403,1404,Standard,14,24-10-22,05-07-23,Canada,42,Female,Tablet,1 Month,2022-10-24,2022,10,24
1404,1405,Basic,11,27-10-22,06-07-23,United States,48,Female,Smart TV,1 Month,2022-10-27,2022,10,27
1405,1406,Premium,10,30-10-22,07-07-23,United States,33,Female,Smart TV,1 Month,2022-10-30,2022,10,30
1406,1407,Basic,14,31-10-22,04-07-23,Canada,45,Female,Smart TV,1 Month,2022-10-31,2022,10,31
1407,1408,Standard,14,03-11-22,04-07-23,United Kingdom,40,Female,Smart TV,1 Month,2022-03-11,2022,3,11
1408,1409,Premium,15,05-11-22,06-07-23,Australia,38,Male,Tablet,1 Month,2022-05-11,2022,5,11
1409,1410,Basic,14,06-11-22,06-07-23,Germany,31,Female,Tablet,1 Month,2022-06-11,2022,6,11
1410,1411,Premium,14,01-11-22,04-07-23,France,33,Female,Smart TV,1 Month,2022-01-11,2022,1,11
1411,1412,Basic,15,02-11-22,05-07-23,Brazil,27,Male,Laptop,1 Month,2022-02-11,2022,2,11
1412,1413,Standard,13,02-11-22,05-07-23,Mexico,47,Male,Smartphone,1 Month,2022-02-11,2022,2,11
1413,1414,Standard,15,01-11-22,06-07-23,Spain,41,Male,Tablet,1 Month,2022-01-11,2022,1,11
1414,1415,Basic,11,17-10-22,03-07-23,Italy,32,Female,Smart TV,1 Month,2022-10-17,2022,10,17
1415,1416,Premium,11,18-10-22,05-07-23,Spain,31,Male,Smart TV,1 Month,2022-10-18,2022,10,18
1416,1417,Basic,13,28-09-22,05-07-23,Spain,43,Female,Tablet,1 Month,2022-09-28,2022,9,28
1417,1418,Standard,15,23-09-22,05-07-23,United States,42,Female,Smart TV,1 Month,2022-09-23,2022,9,23
1418,1419,Premium,15,22-09-22,03-07-23,Canada,46,Male,Smartphone,1 Month,2022-09-22,2022,9,22
1419,1420,Basic,12,31-08-22,04-07-23,United States,27,Female,Smartphone,1 Month,2022-08-31,2022,8,31
1420,1421,Basic,15,28-08-22,05-07-23,United States,48,Female,Smart TV,1 Month,2022-08-28,2022,8,28
1421,1422,Basic,15,27-08-22,05-07-23,Canada,49,Male,Laptop,1 Month,2022-08-27,2022,8,27
1422,1423,Standard,12,17-08-22,03-07-23,United Kingdom,43,Male,Smart TV,1 Month,2022-08-17,2022,8,17
1423,1424,Premium,14,09-08-22,04-07-23,Australia,38,Male,Laptop,1 Month,2022-09-08,2022,9,8
1424,1425,Basic,13,24-07-22,05-07-23,Germany,37,Male,Smartphone,1 Month,2022-07-24,2022,7,24
1425,1426,Basic,12,16-07-22,04-07-23,France,39,Female,Smart TV,1 Month,2022-07-16,2022,7,16
1426,1427,Premium,10,15-07-22,03-07-23,Brazil,40,Male,Tablet,1 Month,2022-07-15,2022,7,15
1427,1428,Standard,12,12-07-22,05-07-23,Mexico,40,Male,Smart TV,1 Month,2022-12-07,2022,12,7
1428,1429,Standard,12,12-07-22,06-07-23,Spain,48,Male,Laptop,1 Month,2022-12-07,2022,12,7
1429,1430,Basic,13,09-07-22,05-07-23,Italy,43,Female,Smart TV,1 Month,2022-09-07,2022,9,7
1430,1431,Premium,10,05-07-22,02-07-23,Spain,46,Male,Laptop,1 Month,2022-05-07,2022,5,7
1431,1432,Standard,11,05-07-22,05-07-23,Spain,43,Male,Smartphone,1 Month,2022-05-07,2022,5,7
1432,1433,Basic,10,03-07-22,05-07-23,United States,30,Female,Tablet,1 Month,2022-03-07,2022,3,7
1433,1434,Standard,13,01-07-22,04-07-23,Canada,51,Female,Laptop,1 Month,2022-01-07,2022,1,7
1434,1435,Premium,12,30-06-22,03-07-23,United States,30,Male,Smartphone,1 Month,2022-06-30,2022,6,30
1435,1436,Basic,14,27-06-22,04-07-23,United States,47,Female,Smart TV,1 Month,2022-06-27,2022,6,27
1436,1437,Premium,13,28-06-22,04-07-23,Canada,41,Male,Laptop,1 Month,2022-06-28,2022,6,28
1437,1438,Standard,10,28-06-22,05-07-23,United Kingdom,45,Female,Smartphone,1 Month,2022-06-28,2022,6,28
1438,1439,Basic,14,24-06-22,04-07-23,Australia,47,Female,Laptop,1 Month,2022-06-24,2022,6,24
1439,1440,Standard,11,24-06-22,05-07-23,Germany,48,Female,Smart TV,1 Month,2022-06-24,2022,6,24
1440,1441,Premium,11,25-06-22,04-07-23,France,51,Female,Tablet,1 Month,2022-06-25,2022,6,25
1441,1442,Basic,10,26-06-22,06-07-23,Brazil,29,Male,Smart TV,1 Month,2022-06-26,2022,6,26
1442,1443,Standard,13,27-06-22,05-07-23,Mexico,43,Female,Laptop,1 Month,2022-06-27,2022,6,27
1443,1444,Premium,13,29-06-22,07-07-23,Spain,49,Female,Tablet,1 Month,2022-06-29,2022,6,29
1444,1445,Basic,11,02-07-22,03-07-23,Italy,37,Male,Smartphone,1 Month,2022-02-07,2022,2,7
1445,1446,Premium,13,07-07-22,05-07-23,Spain,48,Male,Tablet,1 Month,2022-07-07,2022,7,7
1446,1447,Basic,11,13-07-22,05-07-23,Spain,36,Female,Tablet,1 Month,2022-07-13,2022,7,13
1447,1448,Standard,14,18-07-22,07-07-23,United States,33,Female,Laptop,1 Month,2022-07-18,2022,7,18
1448,1449,Standard,14,24-07-22,04-07-23,Canada,38,Female,Laptop,1 Month,2022-07-24,2022,7,24
1449,1450,Basic,12,31-07-22,06-07-23,United States,42,Female,Smartphone,1 Month,2022-07-31,2022,7,31
1450,1451,Premium,15,01-08-22,05-07-23,United States,30,Female,Tablet,1 Month,2022-01-08,2022,1,8
1451,1452,Basic,10,08-08-22,06-07-23,Canada,39,Male,Smart TV,1 Month,2022-08-08,2022,8,8
1452,1453,Standard,14,13-08-22,04-07-23,United Kingdom,36,Male,Smartphone,1 Month,2022-08-13,2022,8,13
1453,1454,Premium,11,14-08-22,06-07-23,Australia,27,Female,Smartphone,1 Month,2022-08-14,2022,8,14
1454,1455,Basic,11,23-08-22,04-07-23,Germany,49,Male,Smart TV,1 Month,2022-08-23,2022,8,23
1455,1456,Premium,14,27-08-22,06-07-23,France,31,Male,Laptop,1 Month,2022-08-27,2022,8,27
1456,1457,Basic,10,31-08-22,05-07-23,Brazil,36,Male,Laptop,1 Month,2022-08-31,2022,8,31
1457,1458,Standard,14,09-09-22,06-07-23,Mexico,41,Female,Tablet,1 Month,2022-09-09,2022,9,9
1458,1459,Standard,10,10-09-22,04-07-23,Spain,45,Female,Laptop,1 Month,2022-10-09,2022,10,9
1459,1460,Basic,14,12-09-22,05-07-23,Italy,45,Male,Smart TV,1 Month,2022-12-09,2022,12,9
1460,1461,Premium,11,17-09-22,05-07-23,Spain,32,Male,Smart TV,1 Month,2022-09-17,2022,9,17
1461,1462,Basic,13,21-09-22,06-07-23,Spain,41,Female,Smartphone,1 Month,2022-09-21,2022,9,21
1462,1463,Standard,11,02-10-22,03-07-23,United States,37,Male,Smart TV,1 Month,2022-02-10,2022,2,10
1463,1464,Premium,10,04-10-22,05-07-23,Canada,27,Male,Laptop,1 Month,2022-04-10,2022,4,10
1464,1465,Basic,14,06-10-22,04-07-23,United States,41,Male,Laptop,1 Month,2022-06-10,2022,6,10
1465,1466,Premium,13,07-10-22,06-07-23,United States,30,Female,Smart TV,1 Month,2022-07-10,2022,7,10
1466,1467,Basic,12,08-10-22,04-07-23,Canada,43,Male,Smartphone,1 Month,2022-08-10,2022,8,10
1467,1468,Standard,12,11-10-22,05-07-23,United Kingdom,51,Male,Laptop,1 Month,2022-11-10,2022,11,10
1468,1469,Standard,12,13-10-22,04-07-23,Australia,46,Female,Smart TV,1 Month,2022-10-13,2022,10,13
1469,1470,Basic,10,15-10-22,06-07-23,Germany,27,Female,Tablet,1 Month,2022-10-15,2022,10,15
1470,1471,Premium,10,19-10-22,06-07-23,France,51,Female,Smartphone,1 Month,2022-10-19,2022,10,19
1471,1472,Basic,14,21-10-22,06-07-23,Brazil,28,Female,Laptop,1 Month,2022-10-21,2022,10,21
1472,1473,Standard,14,23-10-22,05-07-23,Mexico,33,Male,Smartphone,1 Month,2022-10-23,2022,10,23
1473,1474,Premium,12,26-10-22,05-07-23,Spain,31,Female,Laptop,1 Month,2022-10-26,2022,10,26
1474,1475,Basic,13,27-10-22,06-07-23,Italy,47,Male,Laptop,1 Month,2022-10-27,2022,10,27
1475,1476,Premium,10,31-10-22,07-07-23,Spain,45,Female,Tablet,1 Month,2022-10-31,2022,10,31
1476,1477,Basic,13,03-11-22,05-07-23,Spain,42,Male,Smart TV,1 Month,2022-03-11,2022,3,11
1477,1478,Standard,15,05-11-22,06-07-23,United States,47,Female,Smart TV,1 Month,2022-05-11,2022,5,11
1478,1479,Standard,12,06-11-22,06-07-23,Canada,29,Female,Smart TV,1 Month,2022-06-11,2022,6,11
1479,1480,Basic,13,03-11-22,07-07-23,United States,49,Female,Laptop,1 Month,2022-03-11,2022,3,11
1480,1481,Premium,14,03-11-22,04-07-23,United States,41,Female,Laptop,1 Month,2022-03-11,2022,3,11
1481,1482,Basic,13,04-11-22,05-07-23,Canada,45,Male,Smartphone,1 Month,2022-04-11,2022,4,11
1482,1483,Standard,14,02-11-22,06-07-23,United Kingdom,49,Male,Smart TV,1 Month,2022-02-11,2022,2,11
1483,1484,Premium,13,27-10-22,06-07-23,Australia,41,Male,Smart TV,1 Month,2022-10-27,2022,10,27
1484,1485,Basic,15,27-10-22,04-07-23,Germany,37,Male,Laptop,1 Month,2022-10-27,2022,10,27
1485,1486,Premium,14,15-10-22,05-07-23,France,31,Male,Smartphone,1 Month,2022-10-15,2022,10,15
1486,1487,Basic,13,03-10-22,05-07-23,Brazil,29,Male,Smartphone,1 Month,2022-03-10,2022,3,10
1487,1488,Standard,10,25-09-22,05-07-23,Mexico,51,Female,Smart TV,1 Month,2022-09-25,2022,9,25
1488,1489,Standard,12,16-09-22,03-07-23,Spain,33,Male,Smart TV,1 Month,2022-09-16,2022,9,16
1489,1490,Basic,12,14-09-22,04-07-23,Italy,31,Male,Smartphone,1 Month,2022-09-14,2022,9,14
1490,1491,Premium,11,11-09-22,05-07-23,Spain,42,Female,Laptop,1 Month,2022-11-09,2022,11,9
1491,1492,Basic,15,09-09-22,05-07-23,Spain,48,Female,Laptop,1 Month,2022-09-09,2022,9,9
1492,1493,Standard,13,12-08-22,03-07-23,United States,37,Female,Laptop,1 Month,2022-12-08,2022,12,8
1493,1494,Premium,13,04-08-22,06-07-23,Canada,51,Female,Smartphone,1 Month,2022-04-08,2022,4,8
